Loyalty Number,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Avg_Points_Per_Flight,CLV
788407,1,23,41549.0,2,2,2,222,Other,1806.4782608695652,41549.0
788460,1,29,41886.0,2,2,2,222,Other,1444.344827586207,41886.0
788515,1,31,44069.0,2,3,3,233,Other,1421.5806451612902,44069.0
788759,1,41,65078.0,2,4,4,244,Other,1587.2682926829268,65078.0
788870,1,55,87380.0,2,5,5,255,Frequent Flyer,1588.7272727272727,87380.0
788947,1,53,77334.0,2,5,5,255,Frequent Flyer,1459.132075471698,77334.0
788997,1,34,54331.0,2,3,3,233,Other,1597.9705882352941,54331.0
789001,1,47,88954.0,2,5,5,255,Frequent Flyer,1892.6382978723404,88954.0
789004,1,35,45068.0,2,3,3,233,Other,1287.6571428571428,45068.0
789052,1,30,35376.0,2,3,2,232,Other,1179.2,35376.0
789057,1,5,7488.0,2,1,1,211,At Risk,1497.6,7488.0
789120,1,49,51642.0,2,5,3,253,Frequent Flyer,1053.9183673469388,51642.0
789148,1,39,49607.0,2,4,3,243,Other,1271.974358974359,49607.0
789149,1,44,75172.0,2,5,5,255,Frequent Flyer,1708.4545454545455,75172.0
789157,1,3,6690.0,2,1,1,211,At Risk,2230.0,6690.0
789190,1,22,28857.0,2,2,2,222,Other,1311.6818181818182,28857.0
789206,1,29,41369.0,2,2,2,222,Other,1426.5172413793102,41369.0
789288,1,9,9689.0,2,1,1,211,At Risk,1076.5555555555557,9689.0
789303,1,48,73077.0,2,5,5,255,Frequent Flyer,1522.4375,73077.0
789421,1,30,41637.0,2,3,2,232,Other,1387.9,41637.0
789444,1,40,61225.0,2,4,4,244,Other,1530.625,61225.0
789465,1,20,34682.0,2,2,2,222,Other,1734.1,34682.0
789573,1,21,34722.0,2,2,2,222,Other,1653.4285714285713,34722.0
789624,1,35,55192.0,2,3,3,233,Other,1576.9142857142858,55192.00000000001
789797,1,37,57615.0,2,4,4,244,Other,1557.162162162162,57615.0
789826,1,45,68711.0,2,5,5,255,Frequent Flyer,1526.911111111111,68711.0
789859,1,44,65749.0,2,5,4,254,Frequent Flyer,1494.2954545454545,65749.0
789892,1,37,50309.0,2,4,3,243,Other,1359.7027027027027,50309.0
789932,1,35,85345.5,2,3,5,235,High Spender,2438.442857142857,85345.5
790008,1,23,34665.0,2,2,2,222,Other,1507.1739130434783,34665.0
790089,1,34,53015.0,2,3,3,233,Other,1559.264705882353,53015.0
790094,1,24,28718.0,2,2,2,222,Other,1196.5833333333333,28718.0
790123,1,48,64079.0,2,5,4,254,Frequent Flyer,1334.9791666666667,64079.0
790165,1,42,66931.0,2,4,4,244,Other,1593.595238095238,66931.0
790178,1,39,70204.0,2,4,5,245,High Spender,1800.1025641025642,70204.0
790240,1,34,58670.0,2,3,4,234,Other,1725.5882352941176,58670.0
790287,1,15,21348.0,2,2,2,222,Other,1423.2,21348.0
790303,1,39,57349.0,2,4,4,244,Other,1470.4871794871794,57349.0
790341,1,46,55975.0,2,5,4,254,Frequent Flyer,1216.8478260869565,55975.0
790346,1,15,16089.0,2,2,1,221,Other,1072.6,16088.999999999998
790450,1,43,54143.0,2,4,3,243,Other,1259.139534883721,54143.0
790475,1,44,90081.0,2,5,5,255,Frequent Flyer,2047.2954545454545,90081.0
790649,1,39,57223.0,2,4,4,244,Other,1467.2564102564102,57223.0
790734,1,42,50853.0,2,4,3,243,Other,1210.7857142857142,50853.0
790740,1,5,10497.0,2,1,1,211,At Risk,2099.4,10497.0
790813,1,34,49655.0,2,3,3,233,Other,1460.4411764705883,49655.0
790943,1,5,9479.0,2,1,1,211,At Risk,1895.8,9479.0
791132,1,46,70458.0,2,5,5,255,Frequent Flyer,1531.695652173913,70458.0
791202,1,39,73488.0,2,4,5,245,High Spender,1884.3076923076924,73488.0
791280,1,25,37138.0,2,2,2,222,Other,1485.52,37138.0
791282,1,46,102831.0,2,5,5,255,Frequent Flyer,2235.4565217391305,102831.0
791342,1,39,52763.0,2,4,3,243,Other,1352.8974358974358,52762.99999999999
791355,1,41,55725.0,2,4,4,244,Other,1359.1463414634147,55725.00000000001
791466,1,24,30982.0,2,2,2,222,Other,1290.9166666666667,30982.0
791678,1,33,44385.0,2,3,3,233,Other,1345.0,44385.0
791765,1,42,62542.0,2,4,4,244,Other,1489.095238095238,62542.0
791809,1,46,68944.0,2,5,5,255,Frequent Flyer,1498.7826086956522,68944.0
791852,1,37,54854.0,2,4,3,243,Other,1482.5405405405406,54854.0
791978,1,30,51244.0,2,3,3,233,Other,1708.1333333333334,51244.0
792086,1,34,42811.0,2,3,2,232,Other,1259.1470588235295,42811.0
792103,1,61,114835.5,2,5,5,255,Frequent Flyer,1882.549180327869,114835.5
792229,1,29,69786.0,2,2,5,225,High Spender,2406.4137931034484,69786.0
792332,1,43,60959.0,2,4,4,244,Other,1417.6511627906978,60959.0
792361,1,28,43868.0,2,2,3,223,Other,1566.7142857142858,43868.0
792383,1,46,73204.0,2,5,5,255,Frequent Flyer,1591.391304347826,73204.0
792412,1,8,13663.0,2,1,1,211,At Risk,1707.875,13663.0
792418,1,38,56402.0,2,4,4,244,Other,1484.2631578947369,56402.0
792514,1,44,80751.0,2,5,5,255,Frequent Flyer,1835.25,80751.0
792695,1,28,48446.0,2,2,3,223,Other,1730.2142857142858,48446.0
792698,1,26,51588.0,2,2,3,223,Other,1984.1538461538462,51588.0
792707,1,40,59179.0,2,4,4,244,Other,1479.475,59179.0
792795,1,36,62453.0,2,3,4,234,Other,1734.8055555555557,62453.0
792873,1,55,84984.0,2,5,5,255,Frequent Flyer,1545.1636363636364,84984.0
792898,1,34,48140.0,2,3,3,233,Other,1415.8823529411766,48140.0
792915,1,43,56803.0,2,4,4,244,Other,1321.0,56803.0
792932,1,2,4292.0,2,1,1,211,At Risk,2146.0,4292.0
793094,1,34,59764.0,2,3,4,234,Other,1757.764705882353,59764.0
793125,1,30,40660.0,2,3,2,232,Other,1355.3333333333333,40660.0
793126,1,59,102370.5,2,5,5,255,Frequent Flyer,1735.093220338983,102370.5
793134,1,44,73937.0,2,5,5,255,Frequent Flyer,1680.3863636363637,73937.0
793154,1,50,61601.0,2,5,4,254,Frequent Flyer,1232.02,61601.0
793178,1,41,57514.0,2,4,4,244,Other,1402.780487804878,57514.0
793180,1,8,13522.0,2,1,1,211,At Risk,1690.25,13522.0
793285,1,19,18568.0,2,2,1,221,Other,977.2631578947369,18568.0
793318,1,41,71191.0,2,4,5,245,High Spender,1736.3658536585365,71191.0
793328,1,24,32508.0,2,2,2,222,Other,1354.5,32508.0
793384,1,47,66107.0,2,5,4,254,Frequent Flyer,1406.531914893617,66107.0
793423,1,48,65278.0,2,5,4,254,Frequent Flyer,1359.9583333333333,65278.0
793473,1,23,34560.0,2,2,2,222,Other,1502.608695652174,34560.0
793549,1,44,71199.0,2,5,5,255,Frequent Flyer,1618.159090909091,71199.0
793608,1,10,16208.0,2,1,1,211,At Risk,1620.8,16208.0
793618,1,36,42955.0,2,3,2,232,Other,1193.1944444444443,42955.0
793619,1,23,35080.0,2,2,2,222,Other,1525.2173913043478,35080.0
793645,1,30,48165.0,2,3,3,233,Other,1605.5,48165.0
793662,1,31,44189.0,2,3,3,233,Other,1425.4516129032259,44189.0
793742,1,6,9695.0,2,1,1,211,At Risk,1615.8333333333333,9695.0
793761,1,46,57639.0,2,5,4,254,Frequent Flyer,1253.0217391304348,57639.0
793838,1,36,56985.0,2,3,4,234,Other,1582.9166666666667,56985.0
793892,1,42,103023.0,2,4,5,245,High Spender,2452.9285714285716,103023.0
793904,1,44,65636.0,2,5,4,254,Frequent Flyer,1491.7272727272727,65636.0
793980,1,29,29525.0,2,2,2,222,Other,1018.1034482758621,29525.0
793995,1,42,70832.0,2,4,5,245,High Spender,1686.4761904761904,70832.0
794024,1,50,90259.0,2,5,5,255,Frequent Flyer,1805.18,90259.0
794136,1,51,66720.0,2,5,4,254,Frequent Flyer,1308.235294117647,66720.0
794202,1,15,28552.0,2,2,2,222,Other,1903.4666666666667,28552.0
794248,1,45,102421.5,2,5,5,255,Frequent Flyer,2276.0333333333333,102421.5
794286,1,40,60967.0,2,4,4,244,Other,1524.175,60967.0
794323,1,42,71039.0,2,4,5,245,High Spender,1691.404761904762,71039.0
794348,1,14,18611.0,2,2,1,221,Other,1329.357142857143,18611.0
794480,1,28,39244.0,2,2,2,222,Other,1401.5714285714287,39244.0
794496,1,63,153601.5,2,5,5,255,Frequent Flyer,2438.1190476190477,153601.5
794502,1,27,52888.0,2,2,3,223,Other,1958.8148148148148,52888.0
794523,1,31,41119.0,2,3,2,232,Other,1326.4193548387098,41119.0
794552,1,24,37303.0,2,2,2,222,Other,1554.2916666666667,37303.0
794602,1,55,87312.0,2,5,5,255,Frequent Flyer,1587.490909090909,87312.0
794620,1,9,10406.0,2,1,1,211,At Risk,1156.2222222222222,10406.0
794677,1,44,76046.0,2,5,5,255,Frequent Flyer,1728.3181818181818,76046.0
794723,1,30,42813.0,2,3,2,232,Other,1427.1,42813.0
794752,1,38,58808.0,2,4,4,244,Other,1547.578947368421,58808.0
794784,1,35,55822.0,2,3,4,234,Other,1594.9142857142858,55822.00000000001
794863,1,45,67849.0,2,5,5,255,Frequent Flyer,1507.7555555555555,67849.0
794951,1,27,66669.0,2,2,4,224,Other,2469.222222222222,66669.0
795084,1,18,28456.0,2,2,2,222,Other,1580.888888888889,28456.0
795129,1,31,39199.0,2,3,2,232,Other,1264.483870967742,39199.0
795174,1,29,47255.0,2,2,3,223,Other,1629.4827586206898,47255.0
795230,1,34,42181.0,2,3,2,232,Other,1240.6176470588234,42181.0
795235,1,1,1892.0,2,1,1,211,At Risk,1892.0,1892.0
795283,1,42,56493.0,2,4,4,244,Other,1345.0714285714287,56493.00000000001
795446,1,34,51510.0,2,3,3,233,Other,1515.0,51510.0
795468,1,46,69563.0,2,5,5,255,Frequent Flyer,1512.2391304347825,69563.0
795486,1,37,62538.0,2,4,4,244,Other,1690.2162162162163,62538.0
795492,1,51,74511.0,2,5,5,255,Frequent Flyer,1461.0,74511.0
795512,1,39,51320.0,2,4,3,243,Other,1315.8974358974358,51319.99999999999
795607,1,8,14373.0,2,1,1,211,At Risk,1796.625,14373.0
795820,1,29,45453.0,2,2,3,223,Other,1567.344827586207,45453.0
795840,1,2,2941.5,2,1,1,211,At Risk,1470.75,2941.5
795908,1,5,6589.0,2,1,1,211,At Risk,1317.8,6589.0
796099,1,43,57447.0,2,4,4,244,Other,1335.9767441860465,57447.0
796104,1,28,43492.0,2,2,2,222,Other,1553.2857142857142,43492.0
796213,1,30,48883.0,2,3,3,233,Other,1629.4333333333334,48883.0
796281,1,49,60148.0,2,5,4,254,Frequent Flyer,1227.5102040816328,60148.00000000001
796347,1,42,48727.0,2,4,3,243,Other,1160.1666666666667,48727.0
796484,1,32,44785.0,2,3,3,233,Other,1399.53125,44785.0
796508,1,27,40331.0,2,2,2,222,Other,1493.7407407407406,40331.0
796541,1,38,60502.0,2,4,4,244,Other,1592.157894736842,60502.0
796544,1,2,3914.0,2,1,1,211,At Risk,1957.0,3914.0
796627,1,32,67600.5,2,3,5,235,High Spender,2112.515625,67600.5
796670,1,45,70442.0,2,5,5,255,Frequent Flyer,1565.3777777777777,70442.0
796692,1,37,63691.0,2,4,4,244,Other,1721.3783783783783,63691.0
796705,1,3,3965.0,2,1,1,211,At Risk,1321.6666666666667,3965.0
796900,1,30,50009.0,2,3,3,233,Other,1666.9666666666667,50009.0
796990,1,22,34122.0,2,2,2,222,Other,1551.0,34122.0
797078,1,35,49702.0,2,3,3,233,Other,1420.057142857143,49702.0
797120,1,6,11442.0,2,1,1,211,At Risk,1907.0,11442.0
797158,1,38,46846.0,2,4,3,243,Other,1232.7894736842106,46846.00000000001
797187,1,4,2376.0,2,1,1,211,At Risk,594.0,2376.0
797216,1,48,62483.0,2,5,4,254,Frequent Flyer,1301.7291666666667,62483.0
797326,1,40,126762.0,2,4,5,245,High Spender,3169.05,126762.0
797398,1,23,31300.0,2,2,2,222,Other,1360.8695652173913,31300.0
797432,1,8,14448.0,2,1,1,211,At Risk,1806.0,14448.0
797675,1,25,48264.0,2,2,3,223,Other,1930.56,48264.0
797685,1,31,47547.0,2,3,3,233,Other,1533.774193548387,47547.0
797704,1,64,169092.0,2,5,5,255,Frequent Flyer,2642.0625,169092.0
797714,1,45,65710.0,2,5,4,254,Frequent Flyer,1460.2222222222222,65710.0
797845,1,44,67395.0,2,5,5,255,Frequent Flyer,1531.7045454545455,67395.0
797854,1,8,12436.0,2,1,1,211,At Risk,1554.5,12436.0
797897,1,33,45240.0,2,3,3,233,Other,1370.909090909091,45240.0
797902,1,55,113229.0,2,5,5,255,Frequent Flyer,2058.7090909090907,113228.99999999999
797991,1,50,69285.0,2,5,5,255,Frequent Flyer,1385.7,69285.0
797992,1,12,16640.0,2,1,1,211,At Risk,1386.6666666666667,16640.0
798029,1,40,109308.0,2,4,5,245,High Spender,2732.7,109308.0
798216,1,35,41962.0,2,3,2,232,Other,1198.9142857142858,41962.00000000001
798248,1,45,70127.0,2,5,5,255,Frequent Flyer,1558.3777777777777,70127.0
798279,1,25,49646.0,2,2,3,223,Other,1985.84,49646.0
798351,1,35,44446.0,2,3,3,233,Other,1269.8857142857144,44446.0
798375,1,47,89059.0,2,5,5,255,Frequent Flyer,1894.872340425532,89059.0
798433,1,56,89181.0,2,5,5,255,Frequent Flyer,1592.517857142857,89181.0
798525,1,43,64607.0,2,4,4,244,Other,1502.4883720930231,64606.99999999999
798533,1,48,77978.0,2,5,5,255,Frequent Flyer,1624.5416666666667,77978.0
798662,1,28,39440.0,2,2,2,222,Other,1408.5714285714287,39440.0
798672,1,35,52019.0,2,3,3,233,Other,1486.2571428571428,52019.0
798708,1,11,11943.0,2,1,1,211,At Risk,1085.7272727272727,11943.0
798752,1,28,35900.0,2,2,2,222,Other,1282.142857142857,35900.0
798814,1,24,43592.0,2,2,2,222,Other,1816.3333333333333,43592.0
798817,1,29,44332.0,2,2,3,223,Other,1528.6896551724137,44332.0
798832,1,30,46238.0,2,3,3,233,Other,1541.2666666666667,46238.0
798854,1,16,21060.0,2,2,2,222,Other,1316.25,21060.0
798869,1,4,3928.0,2,1,1,211,At Risk,982.0,3928.0
798871,1,40,55558.0,2,4,4,244,Other,1388.95,55558.0
798881,1,34,54983.0,2,3,3,233,Other,1617.1470588235295,54983.0
798954,1,50,71277.0,2,5,5,255,Frequent Flyer,1425.54,71277.0
799064,1,12,16822.0,2,1,1,211,At Risk,1401.8333333333333,16822.0
799148,1,17,26755.0,2,2,2,222,Other,1573.8235294117646,26755.0
799157,1,22,30139.0,2,2,2,222,Other,1369.9545454545455,30139.0
799399,1,53,153444.0,2,5,5,255,Frequent Flyer,2895.169811320755,153444.0
799437,1,45,63206.0,2,5,4,254,Frequent Flyer,1404.5777777777778,63206.0
799510,1,20,33469.0,2,2,2,222,Other,1673.45,33469.0
799630,1,37,50241.0,2,4,3,243,Other,1357.8648648648648,50241.0
799655,1,33,51866.0,2,3,3,233,Other,1571.6969696969697,51866.0
799657,1,4,5031.0,2,1,1,211,At Risk,1257.75,5031.0
799690,1,37,56084.0,2,4,4,244,Other,1515.7837837837837,56084.0
799781,1,42,62940.0,2,4,4,244,Other,1498.5714285714287,62940.00000000001
799857,1,32,50216.0,2,3,3,233,Other,1569.25,50216.0
799919,1,26,49700.0,2,2,3,223,Other,1911.5384615384614,49700.0
799967,1,45,67984.0,2,5,5,255,Frequent Flyer,1510.7555555555555,67984.0
799992,1,39,68588.0,2,4,5,245,High Spender,1758.6666666666667,68588.0
800016,1,33,45856.0,2,3,3,233,Other,1389.5757575757575,45856.0
800075,1,51,60522.0,2,5,4,254,Frequent Flyer,1186.7058823529412,60522.0
800094,1,43,71622.0,2,4,5,245,High Spender,1665.6279069767443,71622.0
800137,1,40,51184.0,2,4,3,243,Other,1279.6,51184.0
800196,1,2,2740.0,2,1,1,211,At Risk,1370.0,2740.0
800220,1,62,191511.0,2,5,5,255,Frequent Flyer,3088.8870967741937,191511.0
800268,1,18,20823.0,2,2,2,222,Other,1156.8333333333333,20823.0
800357,1,48,70415.0,2,5,5,255,Frequent Flyer,1466.9791666666667,70415.0
800433,1,22,38029.0,2,2,2,222,Other,1728.590909090909,38029.0
800450,1,40,72142.0,2,4,5,245,High Spender,1803.55,72142.0
800481,1,27,42327.0,2,2,2,222,Other,1567.6666666666667,42327.0
800499,1,37,83988.0,2,4,5,245,High Spender,2269.945945945946,83988.0
800571,1,39,53602.0,2,4,3,243,Other,1374.4102564102564,53602.0
800610,1,28,39426.0,2,2,2,222,Other,1408.0714285714287,39426.0
800726,1,39,47349.0,2,4,3,243,Other,1214.076923076923,47349.0
800800,1,32,46619.0,2,3,3,233,Other,1456.84375,46619.0
800831,1,28,39930.0,2,2,2,222,Other,1426.0714285714287,39930.0
800878,1,49,72726.0,2,5,5,255,Frequent Flyer,1484.204081632653,72726.0
800923,1,29,39557.0,2,2,2,222,Other,1364.0344827586207,39557.0
800998,1,4,5648.0,2,1,1,211,At Risk,1412.0,5648.0
801146,1,41,55376.0,2,4,4,244,Other,1350.6341463414635,55376.00000000001
801176,1,44,68962.0,2,5,5,255,Frequent Flyer,1567.3181818181818,68962.0
801227,1,32,36944.0,2,3,2,232,Other,1154.5,36944.0
801338,1,42,76610.0,2,4,5,245,High Spender,1824.047619047619,76610.0
801368,1,48,73247.0,2,5,5,255,Frequent Flyer,1525.9791666666667,73247.0
801391,1,44,79314.0,2,5,5,255,Frequent Flyer,1802.590909090909,79314.0
801483,1,55,85418.0,2,5,5,255,Frequent Flyer,1553.0545454545454,85418.0
801738,1,41,101379.0,2,4,5,245,High Spender,2472.6585365853657,101379.0
801788,1,28,41981.0,2,2,2,222,Other,1499.3214285714287,41981.0
801821,1,27,35658.0,2,2,2,222,Other,1320.6666666666667,35658.0
801882,1,31,46762.0,2,3,3,233,Other,1508.4516129032259,46762.0
801948,1,7,8166.0,2,1,1,211,At Risk,1166.5714285714287,8166.000000000001
801953,1,41,69891.0,2,4,5,245,High Spender,1704.658536585366,69891.0
802002,1,39,52255.0,2,4,3,243,Other,1339.871794871795,52255.0
802084,1,9,14314.0,2,1,1,211,At Risk,1590.4444444444443,14314.0
802196,1,39,53573.0,2,4,3,243,Other,1373.6666666666667,53573.0
802200,1,34,43568.0,2,3,2,232,Other,1281.4117647058824,43568.0
802206,1,33,42020.0,2,3,2,232,Other,1273.3333333333333,42020.0
802305,1,44,79358.0,2,5,5,255,Frequent Flyer,1803.590909090909,79358.0
802316,1,31,51696.0,2,3,3,233,Other,1667.6129032258063,51696.0
802336,1,21,31441.0,2,2,2,222,Other,1497.1904761904761,31441.0
802425,1,36,53554.0,2,3,3,233,Other,1487.611111111111,53554.0
802452,1,33,55311.0,2,3,4,234,Other,1676.090909090909,55311.0
802470,1,35,47811.0,2,3,3,233,Other,1366.0285714285715,47811.0
802478,1,51,66613.0,2,5,4,254,Frequent Flyer,1306.137254901961,66613.0
802535,1,16,54171.0,2,2,3,223,Other,3385.6875,54171.0
802556,1,37,61981.0,2,4,4,244,Other,1675.162162162162,61981.0
802621,1,43,58110.0,2,4,4,244,Other,1351.3953488372092,58109.99999999999
802645,1,25,28429.0,2,2,2,222,Other,1137.16,28429.000000000004
802797,1,48,71394.0,2,5,5,255,Frequent Flyer,1487.375,71394.0
802860,1,47,72448.0,2,5,5,255,Frequent Flyer,1541.4468085106382,72448.0
802870,1,30,58992.0,2,3,4,234,Other,1966.4,58992.0
803084,1,7,14164.0,2,1,1,211,At Risk,2023.4285714285713,14164.0
803150,1,50,70149.0,2,5,5,255,Frequent Flyer,1402.98,70149.0
803177,1,8,17701.0,2,1,1,211,At Risk,2212.625,17701.0
803234,1,36,55133.0,2,3,3,233,Other,1531.4722222222222,55133.0
803407,1,42,57174.0,2,4,4,244,Other,1361.2857142857142,57174.0
803529,1,43,64691.0,2,4,4,244,Other,1504.4418604651162,64690.99999999999
803586,1,20,22811.0,2,2,2,222,Other,1140.55,22811.0
803587,1,18,25108.0,2,2,2,222,Other,1394.888888888889,25108.0
803656,1,18,16047.0,2,2,1,221,Other,891.5,16047.0
803747,1,31,43335.0,2,3,2,232,Other,1397.9032258064517,43335.0
803796,1,27,40488.0,2,2,2,222,Other,1499.5555555555557,40488.0
803830,1,27,36273.0,2,2,2,222,Other,1343.4444444444443,36273.0
803844,1,30,45914.0,2,3,3,233,Other,1530.4666666666667,45914.0
803956,1,47,62078.0,2,5,4,254,Frequent Flyer,1320.8085106382978,62077.99999999999
803976,1,25,27792.0,2,2,2,222,Other,1111.68,27792.0
804137,1,44,65679.0,2,5,4,254,Frequent Flyer,1492.7045454545455,65679.0
804239,1,41,59799.0,2,4,4,244,Other,1458.5121951219512,59799.0
804259,1,37,60171.0,2,4,4,244,Other,1626.2432432432433,60171.0
804328,1,47,66749.0,2,5,4,254,Frequent Flyer,1420.1914893617022,66749.0
804368,1,29,49999.0,2,2,3,223,Other,1724.103448275862,49999.0
804402,1,32,49457.0,2,3,3,233,Other,1545.53125,49457.0
804438,1,43,62607.0,2,4,4,244,Other,1455.9767441860465,62607.0
804521,1,29,50480.0,2,2,3,223,Other,1740.6896551724137,50480.0
804534,1,48,75143.0,2,5,5,255,Frequent Flyer,1565.4791666666667,75143.0
804536,1,48,79399.0,2,5,5,255,Frequent Flyer,1654.1458333333333,79399.0
804557,1,33,44297.0,2,3,3,233,Other,1342.3333333333333,44297.0
804710,1,41,56213.0,2,4,4,244,Other,1371.0487804878048,56213.0
804770,1,22,46833.0,2,2,3,223,Other,2128.7727272727275,46833.00000000001
804784,1,24,39908.0,2,2,2,222,Other,1662.8333333333333,39908.0
804816,1,7,6204.0,2,1,1,211,At Risk,886.2857142857143,6204.0
804890,1,3,5232.0,2,1,1,211,At Risk,1744.0,5232.0
804930,1,67,96979.0,2,5,5,255,Frequent Flyer,1447.44776119403,96979.0
805008,1,40,64064.0,2,4,4,244,Other,1601.6,64064.0
805013,1,21,35751.0,2,2,2,222,Other,1702.4285714285713,35751.0
805110,1,61,133938.0,2,5,5,255,Frequent Flyer,2195.7049180327867,133938.0
805140,1,24,42632.0,2,2,2,222,Other,1776.3333333333333,42632.0
805159,1,31,37343.0,2,3,2,232,Other,1204.6129032258063,37343.0
805170,1,40,76641.0,2,4,5,245,High Spender,1916.025,76641.0
805226,1,28,37097.0,2,2,2,222,Other,1324.892857142857,37097.0
805349,1,32,43401.0,2,3,2,232,Other,1356.28125,43401.0
805377,1,25,34934.0,2,2,2,222,Other,1397.36,34934.0
805431,1,40,55550.0,2,4,4,244,Other,1388.75,55550.0
805545,1,14,24493.0,2,2,2,222,Other,1749.5,24493.0
805574,1,24,38426.0,2,2,2,222,Other,1601.0833333333333,38426.0
805598,1,70,183648.0,2,5,5,255,Frequent Flyer,2623.542857142857,183648.0
805816,1,38,61468.0,2,4,4,244,Other,1617.578947368421,61468.0
805890,1,35,50426.0,2,3,3,233,Other,1440.7428571428572,50426.0
805902,1,1,1559.0,2,1,1,211,At Risk,1559.0,1559.0
805932,1,43,61149.0,2,4,4,244,Other,1422.0697674418604,61149.0
805977,1,42,74194.0,2,4,5,245,High Spender,1766.5238095238096,74194.0
806008,1,34,44764.0,2,3,3,233,Other,1316.5882352941176,44764.0
806030,1,14,26656.0,2,2,2,222,Other,1904.0,26656.0
806157,1,12,13236.0,2,1,1,211,At Risk,1103.0,13236.0
806168,1,26,37798.0,2,2,2,222,Other,1453.7692307692307,37798.0
806196,1,61,110487.0,2,5,5,255,Frequent Flyer,1811.2622950819673,110487.0
806283,1,40,62355.0,2,4,4,244,Other,1558.875,62355.0
806348,1,31,46024.0,2,3,3,233,Other,1484.6451612903227,46024.0
806598,1,44,58982.0,2,5,4,254,Frequent Flyer,1340.5,58982.0
806639,1,45,67904.0,2,5,5,255,Frequent Flyer,1508.9777777777779,67904.0
806815,1,42,67070.0,2,4,4,244,Other,1596.904761904762,67070.0
806839,1,20,33561.0,2,2,2,222,Other,1678.05,33561.0
806850,1,31,56055.0,2,3,4,234,Other,1808.225806451613,56055.0
806859,1,10,18262.0,2,1,1,211,At Risk,1826.2,18262.0
806995,1,26,35288.0,2,2,2,222,Other,1357.2307692307693,35288.0
807058,1,3,1818.0,2,1,1,211,At Risk,606.0,1818.0
807074,1,3,7290.0,2,1,1,211,At Risk,2430.0,7290.0
807134,1,32,41840.0,2,3,2,232,Other,1307.5,41840.0
807152,1,28,34659.0,2,2,2,222,Other,1237.8214285714287,34659.0
807211,1,22,30265.0,2,2,2,222,Other,1375.6818181818182,30265.0
807256,1,42,62641.0,2,4,4,244,Other,1491.452380952381,62641.0
807289,1,62,101966.0,2,5,5,255,Frequent Flyer,1644.6129032258063,101966.0
807297,1,27,39676.0,2,2,2,222,Other,1469.4814814814815,39676.0
807553,1,39,62594.0,2,4,4,244,Other,1604.974358974359,62594.0
807570,1,57,82359.0,2,5,5,255,Frequent Flyer,1444.8947368421052,82359.0
807589,1,58,88720.0,2,5,5,255,Frequent Flyer,1529.655172413793,88720.0
807681,1,40,64647.0,2,4,4,244,Other,1616.175,64647.0
807769,1,21,26433.0,2,2,2,222,Other,1258.7142857142858,26433.0
807902,1,37,60381.0,2,4,4,244,Other,1631.918918918919,60381.0
807970,1,2,3078.0,2,1,1,211,At Risk,1539.0,3078.0
808005,1,47,69933.0,2,5,5,255,Frequent Flyer,1487.936170212766,69933.0
808096,1,54,79180.0,2,5,5,255,Frequent Flyer,1466.2962962962963,79180.0
808206,1,45,77921.0,2,5,5,255,Frequent Flyer,1731.5777777777778,77921.0
808353,1,30,51036.0,2,3,3,233,Other,1701.2,51036.0
808392,1,39,60870.0,2,4,4,244,Other,1560.7692307692307,60870.0
808399,1,80,216561.0,2,5,5,255,Frequent Flyer,2707.0125,216561.0
808498,1,41,66523.0,2,4,4,244,Other,1622.5121951219512,66523.0
808524,1,47,84124.0,2,5,5,255,Frequent Flyer,1789.872340425532,84124.0
808721,1,31,45647.0,2,3,3,233,Other,1472.483870967742,45647.0
808920,1,26,32896.0,2,2,2,222,Other,1265.2307692307693,32896.0
809016,1,45,81509.0,2,5,5,255,Frequent Flyer,1811.3111111111111,81509.0
809024,1,42,53747.0,2,4,3,243,Other,1279.6904761904761,53747.0
809107,1,30,45530.0,2,3,3,233,Other,1517.6666666666667,45530.0
809207,1,27,49172.0,2,2,3,223,Other,1821.1851851851852,49172.0
809216,1,30,47914.0,2,3,3,233,Other,1597.1333333333334,47914.0
809218,1,47,77710.0,2,5,5,255,Frequent Flyer,1653.404255319149,77710.0
809299,1,28,40785.0,2,2,2,222,Other,1456.607142857143,40785.0
809404,1,42,71623.0,2,4,5,245,High Spender,1705.3095238095239,71623.0
809449,1,47,69967.0,2,5,5,255,Frequent Flyer,1488.659574468085,69967.0
809587,1,40,70914.0,2,4,5,245,High Spender,1772.85,70914.0
809681,1,42,61426.0,2,4,4,244,Other,1462.5238095238096,61426.00000000001
809728,1,12,19493.0,2,1,1,211,At Risk,1624.4166666666667,19493.0
809733,1,49,83570.0,2,5,5,255,Frequent Flyer,1705.5102040816328,83570.0
810028,1,29,47882.0,2,2,3,223,Other,1651.103448275862,47882.0
810071,1,48,62763.0,2,5,4,254,Frequent Flyer,1307.5625,62763.0
810100,1,44,65993.0,2,5,4,254,Frequent Flyer,1499.840909090909,65993.0
810257,1,42,63047.0,2,4,4,244,Other,1501.1190476190477,63047.0
810338,1,26,42644.0,2,2,2,222,Other,1640.1538461538462,42644.0
810448,1,45,61318.0,2,5,4,254,Frequent Flyer,1362.6222222222223,61318.0
810482,1,49,73288.0,2,5,5,255,Frequent Flyer,1495.6734693877552,73288.0
810503,1,50,104650.5,2,5,5,255,Frequent Flyer,2093.01,104650.50000000001
